"w1","w2","prediction","rank"
"body","in","the",8
"body","it","is",8
"body","language","and",3
"body","mass","index",11
"body","of","a",13
"body","of","christ",17
"body","of","water",6
"body","of","work",20
"body","on","the",3
"body","that","is",8
"body","to","the",6
"body","type","and",5
"body","with","a",6
"bogged","down","in",5
"bogged","down","with",5
"boggles","the","mind",3
"boil","down","to",6
"boils","down","to",18
"bond","with","a",4
"boneless","skinless","chicken",9
"bonnie","and","clyde",6
"book","about","a",5
"book","about","his",3
"book","about","the",9
"book","and","a",12
"book","and","the",10
"book","at","the",8
"book","called","the",6
"book","for","the",8
"book","from","the",5
"book","i","am",38
"book","i","can",4
"book","i","hope",3
"book","i","read",9
"book","in","a",7
"book","in","her",3
"book","in","the",44
"book","is","a",22
"book","is","also",5
"book","is","in",6
"book","is","just",3
"book","is","to",3
"book","it","is",21
"book","of","mormon",12
"book","of","the",19
"book","on","a",11
"book","on","the",14
"book","one","of",3
"book","that","has",4
"book","that","i",15
"book","that","is",14
"book","the","next",5
"book","there","is",8
"book","this","is",8
"book","to","read",14
"book","what","is",4
"book","when","i",5
"book","with","the",6
"book","you","read",4
"books","a","week",4
"books","and","the",7
"books","do","not",3
"books","for","the",10
"books","i","have",18
"books","in","the",20
"books","it","is",5
"books","like","that",3
"books","on","the",11
"books","that","are",11
"books","that","i",17
"books","that","is",4
"books","they","are",6
"books","to","read",11
"books","to","the",5
"books","will","be",7
"boost","of","confidence",3
"boot","camp","and",4
"boots","on","the",5
"border","patrol","agents",6
"bored","and","i",11
"bored","to","death",4
"born","and","raised",31
"born","in","a",7
"born","in","and",8
"born","in","brooklyn",4
"born","in","the",33
"born","in","this",4
"born","on","the",9
"born","out","of",8
"born","this","way",23
"born","to","do",3
"born","to","run",9
"born","with","a",5
"boston","cream","pie",3
"boston","for","the",6
"both","a","blessing",3
"both","and","i",5
"both","are","great",7
"both","at","home",4
"both","at","the",9
"both","attended","the",3
"both","can","be",3
"both","do","not",4
"both","ends","of",20
"both","for","the",12
"both","from","the",6
"both","good","and",13
"both","have","a",7
"both","have","been",4
"both","have","the",3
"both","have","to",3
"both","in","and",5
"both","in","the",25
"both","inside","and",6
"both","me","and",4
"both","men","and",7
"both","mother","and",3
"both","need","to",5
"both","of","his",5
"both","of","my",28
"both","of","our",11
"both","of","the",23
"both","of","their",6
"both","of","them",67
"both","of","these",39
"both","of","those",37
"both","of","us",78
"both","of","you",38
"both","on","the",12
"both","parties","are",6
"both","parties","to",7
"both","physical","and",7
"both","sad","and",3
"both","sides","are",14
"both","sides","of",86
"both","sides","to",10
"both","that","is",5
"both","the","and",4
"both","the","best",6
"both","with","a",3
"both","you","and",6
"bother","me","but",5
"bottle","of","champagne",11
"bottle","of","red",6
"bottle","of","water",5
"bottle","of","wine",45
"bottles","in","the",4
"bottles","of","beer",6
"bottles","of","wine",26
"bottom","and","the",3
"bottom","left","and",3
"bottom","line","i",5
"bottom","line","is",42
"bottom","of","a",27
"bottom","of","my",27
"bottom","of","our",7
"bottom","of","page",3
"bottom","of","the",227
"bottom","of","this",14
"bought","a","bottle",4
"bought","a","new",22
"bought","a","really",3
"bought","a","zoo",10
"bought","all","the",4
"bought","at","a",7
"bought","from","a",4
"bought","it","and",3
"bought","it","for",10
"bought","my","first",11
"bounce","back","and",5
"bouncing","around","the",4
"bound","to","be",15
"bow","and","arrow",11
"bow","of","the",3
"bow","out","of",3
"bow","to","the",5
"bowl","full","of",4
"bowl","game","in",3
"bowl","in","a",5
"bowl","in","the",6
"bowl","of","cereal",10
"bowl","of","oatmeal",4
"bowl","of","soup",4
"bowl","on","the",7
"bowl","with","a",9
"bowl","with","the",7
"box","as","an",3
"box","for","the",4
"box","i","have",6
"box","in","the",9
"box","office","for",3
"box","office","the",4
"box","to","find",4
"box","with","the",3
"boxes","on","the",5
"boy","and","a",10
"boy","and","his",10
"boy","and","the",5
"boy","i","am",9
"boy","in","a",4
"boy","in","the",20
"boy","on","the",5
"boy","scout","troop",6
"boy","scouts","of",9
"boy","that","is",6
"boy","to","the",3
"boy","was","i",12
"boy","who","is",6
"boy","who","was",8
"boyfriend","and","i",9
"boyfriend","at","the",3
"boys","and","girls",47
"boys","and","i",11
"boys","and","the",4
"boys","girls","club",5
"boys","in","a",4
"boys","in","the",8
"boys","on","the",10
"boys","to","the",9
"boys","who","are",5
"bp","oil","spill",5
"bracing","for","a",4
"brad","paisley","concert",3
"branch","of","the",26
"branches","and","leaves",5
"branches","of","the",9
"brand","and","the",4
"brand","in","the",5
"brand","new","and",3
"brave","enough","to",11
"brave","men","and",3
"brave","new","world",5
"braved","the","cold",3
"breach","of","contract",6
"breach","of","the",4
"bread","crumbs","and",5
"bread","pudding","and",4
"break","and","we",4
"break","down","and",11
"break","down","in",5
"break","down","the",13
"break","for","a",6
"break","free","from",3
"break","from","the",23
"break","from","work",6
"break","i","am",5
"break","into","the",12
"break","it","down",12
"break","out","of",8
"break","out","the",19
"break","the","bank",8
"break","the","law",12
"break","the","news",4
"break","them","up",5
"break","through","the",8
"break","to","get",3
"break","up","the",16
"breakdown","of","the",7
"breakfast","and","lunch",14
"breakfast","at","tiffanys",10
"breakfast","for","dinner",9
"breakfast","in","the",7
"breakfast","lunch","and",8
"breaking","and","entering",3
"breaking","dawn","part",8
"breaking","down","in",6
"breaking","down","the",5
"breaking","into","the",3
"breaks","down","the",6
"breaks","my","heart",20
"breaks","up","with",3
"breast","cancer","research",10
"breath","of","fresh",18
"breath","to","see",3
"breathe","in","the",5
"brewers","in","the",7
"brewing","in","the",4
"bridge","into","the",3
"bridge","over","the",5
"briefing","on","the",3
"bright","orange","and",3
"bright","spot","for",7
"bright","spot","of",3
"brighten","up","the",3
"bring","a","camera",3
"bring","a","little",6
"bring","a","lot",4
"bring","about","a",5
"bring","attention","to",7
"bring","back","a",7
"bring","back","memories",4
"bring","back","some",3
"bring","back","the",23
"bring","him","back",6
"bring","him","to",6
"bring","home","a",9
"bring","in","a",20
"bring","in","more",8
"bring","in","the",17
"bring","it","back",27
"bring","it","home",10
"bring","it","on",49
"bring","it","to",33
"bring","it","up",13
"bring","me","a",11
"bring","me","the",4
"bring","me","to",5
"bring","my","own",3
"bring","myself","to",15
"bring","on","the",54
"bring","out","some",3
"bring","out","the",32
"bring","peace","to",6
"bring","them","to",11
"bring","them","together",4
"bring","this","up",6
"bring","to","a",64
"bring","to","mind",3
"bring","to","the",18
"bring","up","the",7
"bring","up","to",5
"bring","us","closer",3
"bring","us","the",5
"bring","you","a",9
"bring","you","back",6
"bring","your","own",26
"bringing","in","a",5
"bringing","it","back",6
"bringing","it","to",6
"bringing","it","up",8
"bringing","out","the",4
"bringing","up","the",11
"brings","a","lot",5
"brings","home","the",3
"brings","me","a",5
"brings","me","back",12
"brings","me","to",28
"brings","out","the",21
"brings","tears","to",3
"brings","them","to",4
"brings","to","the",9
"brings","up","a",4
"brings","us","together",3
"british","columbia","and",3
"british","prime","minister",8
"broke","do","not",3
"broke","down","and",17
"broke","down","in",8
"broke","my","heart",15
"broke","through","the",5
"broke","up","with",17
"broken","down","in",3
"brother","and","his",11
"brother","and","i",13
"brother","and","sister",22
"brother","or","sister",6
"brother","was","a",3
"brother","where","art",4
"brother","who","has",4
"brother","who","is",7
"brotherinlaw","and","his",3
"brothers","and","sisters",27
"brought","back","from",7
"brought","back","memories",6
"brought","back","to",5
"brought","by","the",10
"brought","down","to",3
"brought","in","a",13
"brought","in","the",8
"brought","it","in",3
"brought","it","to",9
"brought","me","a",8
"brought","me","back",6
"brought","me","to",18
"brought","on","by",10
"brought","out","the",11
"brought","tears","to",7
"brought","the","house",3
"brought","them","back",3
"brought","to","light",4
"brought","to","my",8
"brought","to","the",35
"brought","to","you",27
"brought","up","in",3
"brought","up","the",9
"brought","up","to",6
"brown","it","is",3
"brown","sugar","and",16
"brown","sugar","in",5
"bubble","gum","and",5
"budget","for","the",27
"budget","it","is",3
"budget","on","the",5
"budget","this","year",4
"budget","will","be",3
"buffalo","wild","wings",13
"buffy","the","vampire",6
"bugging","me","for",4
"bugs","in","the",5
"build","a","better",8
"build","a","new",31
"build","it","they",7
"build","their","own",4
"build","up","a",6
"build","up","your",3
"building","a","house",4
"building","for","the",9
"building","is","not",3
"building","it","up",3
"building","of","the",4
"building","on","the",21
"building","out","the",3
"building","so","that",3
"building","the","new",3
"building","this","is",3
"building","up","to",5
"building","when","i",3
"building","with","a",12
"built","a","house",3
"built","in","the",45
"built","into","the",10
"built","on","the",14
"built","up","a",5
"bump","in","the",10
"bumps","and","bruises",7
"bumps","in","the",10
"bunch","of","cool",4
"bunch","of","crap",6
"bunch","of","guys",11
"bunch","of","kids",6
"bunch","of","new",7
"bunch","of","other",12
"bunch","of","people",29
"bunch","of","questions",3
"bunch","of","stuff",4
"bunch","of","them",7
"bunch","of","things",3
"bunch","of","times",3
"burden","of","proof",7
"burden","on","the",7
"bureau","of","labor",17
"burger","and","a",4
"burger","king","in",3
"burger","or","a",3
"buried","in","a",7
"buried","in","the",14
"burn","after","reading",4
"burned","in","a",4
"burned","in","the",5
"burned","on","the",3
"burned","to","the",5
"burns","to","the",3
"burst","into","tears",9
"bus","and","it",3
"bus","and","the",3
"bus","and","train",4
"bus","in","the",7
"bus","stop","in",4
"bus","to","the",8
"bush","in","the",4
"bush","tax","cuts",6
"business","all","the",3
"business","and","a",7
"business","and","how",4
"business","and","the",10
"business","and","there",4
"business","as","usual",20
"business","but","i",5
"business","card","to",3
"business","from","the",11
"business","has","been",6
"business","i","am",8
"business","i","was",3
"business","in","the",19
"business","is","a",6
"business","is","going",5
"business","is","slow",4
"business","it","is",8
"business","of","being",4
"business","of","the",7
"business","on","the",7
"business","owners","in",7
"business","side","of",3
"business","so","i",4
"business","to","be",4
"business","will","be",5
"business","with","a",3
"business","with","my",3
"business","without","really",3
"businesses","in","the",19
"busy","all","day",3
"busy","as","ever",4
"busy","at","the",4
"busy","doing","what",3
"busy","for","the",3
"busy","in","the",7
"busy","it","is",4
"busy","this","week",4
"busy","trying","to",11
"busy","with","the",11
"busy","working","on",7
"but","a","big",9
"but","a","bit",13
"but","a","couple",10
"but","a","few",20
"but","a","friend",4
"but","a","little",13
"but","a","lot",30
"but","a","more",3
"but","a","new",13
"but","a","number",5
"but","a","whole",3
"but","according","to",18
"but","across","the",3
"but","actually","it",3
"but","after","a",28
